Task_ID,Task_Name,Description,Assignee_Name,Assignee_LINE_ID,Priority,Status,Due_Date,Progress_Percent,Last_Updated,Relationship_Tone,AI_FollowUp_Remark
Task_ID,Task_Name,Description,Assignee_Name,Assignee_LINE_ID,Priority,Status,Due_Date,NaN,,Relationship_Tone,AI_FollowUp_Remark
T001,รายงานงบ Q2,สรุปงบประมาณไตรมาส 2 สำหรับบอร์ด,ชิดชนก โยธะชัย,U65e419be1e7249fae3a1b1d1f2939e7a,High,Overdue,2026-04-15,40,,กึ่งทางการ,เจ้านายเน้นว่าต้องเสร็จก่อนประชุมบอร์ด
T002,Deck Investor,จัดทำ Presentation สำหรับนักลงทุน,แพรวพรรณ อื้อเจริญ,U0b069160d54202d8c0ba9fb75eacbddd,High,Overdue,Fri May 01 2026 14:00:00 GMT+0700 (Indochina Time),65,,ทางการ,ใช้ template สีน้ำเงินของบริษัท
T003,ประเมิน OKR พนักงาน,ประเมินผลงาน Q1 รายบุคคลทุกแผนก,ศิริพรรณ เสมอวงษ์,Ude9ad8559561d76e7294c3866e91f4ad,Medium,Done,2026-04-30,100,,สนิทสนม,
T004,ทำแบนเนอร์,ทำแบนเนอร์วันหยุดเดือน มิ.ย,ชิดชนก โยธะชัย,U65e419be1e7249fae3a1b1d1f2939e7a,Medium,Overdue,Fri May 01 2026 14:00:00 GMT+0700 (Indochina Time),0,,กึ่งทางการ,
T005,,,,,,,,0,,ทางการ,
T006,,,,,,,,0,,ทางการ,
T007,,,,,,,,0,,ทางการ,
T008,,,,,,,,0,,ทางการ,
T009,,,,,,,,0,,ทางการ,
T010,,,,,,,,0,,ทางการ,
T011,,,,,,,,0,,ทางการ,
T012,,,,,,,,0,,ทางการ,
T013,,,,,,,,0,,ทางการ,
T014,,,,,,,,0,,ทางการ,
T015,,,,,,,,0,,ทางการ,
T016,,,,,,,,0,,ทางการ,
T017,,,,,,,,0,,ทางการ,
T018,,,,,,,,0,,ทางการ,
T019,,,,,,,,0,,ทางการ,
T020,,,,,,,,0,,ทางการ,
T021,,,,,,,,0,,ทางการ,
T022,,,,,,,,0,,ทางการ,
T023,,,,,,,,0,,ทางการ,
T024,,,,,,,,0,,ทางการ,
T025,,,,,,,,0,,ทางการ,
T026,,,,,,,,0,,ทางการ,
T027,,,,,,,,0,,ทางการ,
T028,,,,,,,,0,,ทางการ,
T029,,,,,,,,0,,ทางการ,
T030,,,,,,,,0,,ทางการ,
T031,,,,,,,,0,,ทางการ,
T032,,,,,,,,0,,ทางการ,
T033,,,,,,,,0,,ทางการ,
T034,,,,,,,,0,,ทางการ,
T035,,,,,,,,0,,ทางการ,
T036,,,,,,,,0,,ทางการ,
T037,,,,,,,,0,,ทางการ,
T038,,,,,,,,0,,ทางการ,
T039,,,,,,,,0,,ทางการ,
T040,,,,,,,,0,,ทางการ,
T041,,,,,,,,0,,ทางการ,
T042,,,,,,,,0,,ทางการ,
T043,,,,,,,,0,,ทางการ,
T044,,,,,,,,0,,ทางการ,
T045,,,,,,,,0,,ทางการ,
T046,,,,,,,,0,,ทางการ,
T047,,,,,,,,0,,ทางการ,
T048,,,,,,,,0,,ทางการ,
T049,,,,,,,,0,,ทางการ,
T050,,,,,,,,0,,ทางการ,
T051,,,,,,,,0,,ทางการ,
T052,,,,,,,,0,,ทางการ,
T053,,,,,,,,0,,ทางการ,
T054,,,,,,,,0,,ทางการ,
T055,,,,,,,,0,,ทางการ,
T056,,,,,,,,0,,ทางการ,
T057,,,,,,,,0,,ทางการ,
T058,,,,,,,,0,,ทางการ,
T059,,,,,,,,0,,ทางการ,
T060,,,,,,,,0,,ทางการ,
T061,,,,,,,,0,,ทางการ,
T062,,,,,,,,0,,ทางการ,
T063,,,,,,,,0,,ทางการ,
T064,,,,,,,,0,,ทางการ,
T065,,,,,,,,0,,ทางการ,
T066,,,,,,,,0,,ทางการ,
T067,,,,,,,,0,,ทางการ,
T068,,,,,,,,0,,ทางการ,
T069,,,,,,,,0,,ทางการ,
T070,,,,,,,,0,,ทางการ,
T071,,,,,,,,0,,ทางการ,
T072,,,,,,,,0,,ทางการ,
T073,,,,,,,,0,,ทางการ,
T074,,,,,,,,0,,ทางการ,
T075,,,,,,,,0,,ทางการ,
T076,,,,,,,,0,,ทางการ,
T077,,,,,,,,0,,ทางการ,
T078,,,,,,,,0,,ทางการ,
T079,,,,,,,,0,,ทางการ,
T080,,,,,,,,0,,ทางการ,
T081,,,,,,,,0,,ทางการ,
T082,,,,,,,,0,,ทางการ,
T083,,,,,,,,0,,ทางการ,
T084,,,,,,,,0,,ทางการ,
T085,,,,,,,,0,,ทางการ,
T086,,,,,,,,0,,ทางการ,
T087,,,,,,,,0,,ทางการ,
T088,,,,,,,,0,,ทางการ,
T089,,,,,,,,0,,ทางการ,
T090,,,,,,,,0,,ทางการ,
T091,,,,,,,,0,,ทางการ,
T092,,,,,,,,0,,ทางการ,
T093,,,,,,,,0,,ทางการ,
T094,,,,,,,,0,,ทางการ,
T095,,,,,,,,0,,ทางการ,
T096,,,,,,,,0,,ทางการ,
T097,,,,,,,,0,,ทางการ,
T098,,,,,,,,0,,ทางการ,
T099,,,,,,,,0,,ทางการ,
T100,,,,,,,,0,,ทางการ,
T101,,,,,,,,0,,ทางการ,
T102,,,,,,,,0,,ทางการ,
T103,,,,,,,,0,,ทางการ,
T104,,,,,,,,0,,ทางการ,
T105,,,,,,,,0,,ทางการ,
T106,,,,,,,,0,,ทางการ,
T107,,,,,,,,0,,ทางการ,
T108,,,,,,,,0,,ทางการ,
T109,,,,,,,,0,,ทางการ,
T110,,,,,,,,0,,ทางการ,
T111,,,,,,,,0,,ทางการ,
T112,,,,,,,,0,,ทางการ,
T113,,,,,,,,0,,ทางการ,
T114,,,,,,,,0,,ทางการ,
T115,,,,,,,,0,,ทางการ,
T116,,,,,,,,0,,ทางการ,
T117,,,,,,,,0,,ทางการ,
T118,,,,,,,,0,,ทางการ,
T119,,,,,,,,0,,ทางการ,
T120,,,,,,,,0,,ทางการ,
T121,,,,,,,,0,,ทางการ,
T122,,,,,,,,0,,ทางการ,
T123,,,,,,,,0,,ทางการ,
T124,,,,,,,,0,,ทางการ,
T125,,,,,,,,0,,ทางการ,
T126,,,,,,,,0,,ทางการ,
T127,,,,,,,,0,,ทางการ,
T128,,,,,,,,0,,ทางการ,
T129,,,,,,,,0,,ทางการ,
T130,,,,,,,,0,,ทางการ,
T131,,,,,,,,0,,ทางการ,
T132,,,,,,,,0,,ทางการ,
T133,,,,,,,,0,,ทางการ,
T134,,,,,,,,0,,ทางการ,
